Day,quarter,Treatment,Cosm,Temperature
5,73,constant,programmed,17
5,74,constant,programmed,17
5,75,constant,programmed,17
5,76,constant,programmed,17
5,77,constant,programmed,17
5,78,constant,programmed,17
5,79,constant,programmed,17
5,80,constant,programmed,17
5,81,constant,programmed,17
5,82,constant,programmed,17
5,83,constant,programmed,17
5,84,constant,programmed,17
5,85,constant,programmed,17
5,86,constant,programmed,17
5,87,constant,programmed,17
5,88,constant,programmed,17
5,89,constant,programmed,17
5,90,constant,programmed,17
5,91,constant,programmed,17
5,92,constant,programmed,17
5,93,constant,programmed,17
5,94,constant,programmed,17
5,95,constant,programmed,17
5,96,constant,programmed,17
6,1,constant,programmed,17
6,2,constant,programmed,17
6,3,constant,programmed,17
6,4,constant,programmed,17
6,5,constant,programmed,17
6,6,constant,programmed,17
6,7,constant,programmed,17
6,8,constant,programmed,17
6,9,constant,programmed,17
6,10,constant,programmed,17
6,11,constant,programmed,17
6,12,constant,programmed,17
6,13,constant,programmed,17
6,14,constant,programmed,17
6,15,constant,programmed,17
6,16,constant,programmed,17
6,17,constant,programmed,17
6,18,constant,programmed,17
6,19,constant,programmed,17
6,20,constant,programmed,17
6,21,constant,programmed,17
6,22,constant,programmed,17
6,23,constant,programmed,17
6,24,constant,programmed,17
6,25,constant,programmed,17
6,26,constant,programmed,17
6,27,constant,programmed,17
6,28,constant,programmed,17
6,29,constant,programmed,17
6,30,constant,programmed,17
6,31,constant,programmed,17
6,32,constant,programmed,17
6,33,constant,programmed,17
6,34,constant,programmed,17
6,35,constant,programmed,17
6,36,constant,programmed,17
6,37,constant,programmed,17
6,38,constant,programmed,17
6,39,constant,programmed,17
6,40,constant,programmed,17
6,41,constant,programmed,17
6,42,constant,programmed,17
6,43,constant,programmed,17
6,44,constant,programmed,17
6,45,constant,programmed,17
6,46,constant,programmed,17
6,47,constant,programmed,17
6,48,constant,programmed,17
6,49,constant,programmed,17
6,50,constant,programmed,17
6,51,constant,programmed,17
6,52,constant,programmed,17
6,53,constant,programmed,17
6,54,constant,programmed,17
6,55,constant,programmed,17
6,56,constant,programmed,17
6,57,constant,programmed,17
6,58,constant,programmed,17
6,59,constant,programmed,17
6,60,constant,programmed,17
6,61,constant,programmed,17
6,62,constant,programmed,17
6,63,constant,programmed,17
6,64,constant,programmed,17
6,65,constant,programmed,17
6,66,constant,programmed,17
6,67,constant,programmed,17
6,68,constant,programmed,17
6,69,constant,programmed,17
6,70,constant,programmed,17
6,71,constant,programmed,17
6,72,constant,programmed,17
6,73,constant,programmed,17
6,74,constant,programmed,17
6,75,constant,programmed,17
6,76,constant,programmed,17
6,77,constant,programmed,17
6,78,constant,programmed,17
6,79,constant,programmed,17
6,80,constant,programmed,17
6,81,constant,programmed,17
6,82,constant,programmed,17
6,83,constant,programmed,17
6,84,constant,programmed,17
6,85,constant,programmed,17
6,86,constant,programmed,17
6,87,constant,programmed,17
6,88,constant,programmed,17
6,89,constant,programmed,17
6,90,constant,programmed,17
6,91,constant,programmed,17
6,92,constant,programmed,17
6,93,constant,programmed,17
6,94,constant,programmed,17
6,95,constant,programmed,17
6,96,constant,programmed,17
7,1,constant,programmed,17
7,2,constant,programmed,17
7,3,constant,programmed,17
7,4,constant,programmed,17
7,5,constant,programmed,17
7,6,constant,programmed,17
7,7,constant,programmed,17
7,8,constant,programmed,17
7,9,constant,programmed,17
7,10,constant,programmed,17
7,11,constant,programmed,17
7,12,constant,programmed,17
7,13,constant,programmed,17
7,14,constant,programmed,17
7,15,constant,programmed,17
7,16,constant,programmed,17
7,17,constant,programmed,17
7,18,constant,programmed,17
7,19,constant,programmed,17
7,20,constant,programmed,17
7,21,constant,programmed,17
7,22,constant,programmed,17
7,23,constant,programmed,17
7,24,constant,programmed,17
7,25,constant,programmed,17
7,26,constant,programmed,17
7,27,constant,programmed,17
7,28,constant,programmed,17
7,29,constant,programmed,17
7,30,constant,programmed,17
7,31,constant,programmed,17
7,32,constant,programmed,17
7,33,constant,programmed,17
7,34,constant,programmed,17
7,35,constant,programmed,17
7,36,constant,programmed,17
7,37,constant,programmed,17
7,38,constant,programmed,17
7,39,constant,programmed,17
7,40,constant,programmed,17
7,41,constant,programmed,17
7,42,constant,programmed,17
7,43,constant,programmed,17
7,44,constant,programmed,17
7,45,constant,programmed,17
7,46,constant,programmed,17
7,47,constant,programmed,17
7,48,constant,programmed,17
7,49,constant,programmed,17
7,50,constant,programmed,17
7,51,constant,programmed,17
7,52,constant,programmed,17
7,53,constant,programmed,17
7,54,constant,programmed,17
7,55,constant,programmed,17
7,56,constant,programmed,17
7,57,constant,programmed,17
7,58,constant,programmed,17
7,59,constant,programmed,17
7,60,constant,programmed,17
7,61,constant,programmed,17
7,62,constant,programmed,17
7,63,constant,programmed,17
7,64,constant,programmed,17
7,65,constant,programmed,17
7,66,constant,programmed,17
7,67,constant,programmed,17
7,68,constant,programmed,17
7,69,constant,programmed,17
7,70,constant,programmed,17
7,71,constant,programmed,17
7,72,constant,programmed,17
7,73,constant,programmed,17
7,74,constant,programmed,17
7,75,constant,programmed,17
7,76,constant,programmed,17
7,77,constant,programmed,17
7,78,constant,programmed,17
7,79,constant,programmed,17
7,80,constant,programmed,17
7,81,constant,programmed,17
7,82,constant,programmed,17
7,83,constant,programmed,17
7,84,constant,programmed,17
7,85,constant,programmed,17
7,86,constant,programmed,17
7,87,constant,programmed,17
7,88,constant,programmed,17
7,89,constant,programmed,17
7,90,constant,programmed,17
7,91,constant,programmed,17
7,92,constant,programmed,17
7,93,constant,programmed,17
7,94,constant,programmed,17
7,95,constant,programmed,17
7,96,constant,programmed,17
8,1,constant,programmed,17
8,2,constant,programmed,17
8,3,constant,programmed,17
8,4,constant,programmed,17
8,5,constant,programmed,17
8,6,constant,programmed,17
8,7,constant,programmed,17
8,8,constant,programmed,17
8,9,constant,programmed,17
8,10,constant,programmed,17
8,11,constant,programmed,17
8,12,constant,programmed,17
8,13,constant,programmed,17
8,14,constant,programmed,17
8,15,constant,programmed,17
8,16,constant,programmed,17
8,17,constant,programmed,17
8,18,constant,programmed,17
8,19,constant,programmed,17
8,20,constant,programmed,17
8,21,constant,programmed,17
8,22,constant,programmed,17
8,23,constant,programmed,17
8,24,constant,programmed,17
8,25,constant,programmed,17
8,26,constant,programmed,17
8,27,constant,programmed,17
8,28,constant,programmed,17
8,29,constant,programmed,17
8,30,constant,programmed,17
8,31,constant,programmed,17
8,32,constant,programmed,17
8,33,constant,programmed,17
8,34,constant,programmed,17
8,35,constant,programmed,17
8,36,constant,programmed,17
8,37,constant,programmed,17
8,38,constant,programmed,17
8,39,constant,programmed,17
8,40,constant,programmed,17
8,41,constant,programmed,17
8,42,constant,programmed,17
8,43,constant,programmed,17
8,44,constant,programmed,17
8,45,constant,programmed,17
8,46,constant,programmed,17
8,47,constant,programmed,17
8,48,constant,programmed,17
8,49,constant,programmed,17
8,50,constant,programmed,17
8,51,constant,programmed,17
8,52,constant,programmed,17
8,53,constant,programmed,17
8,54,constant,programmed,17
8,55,constant,programmed,17
8,56,constant,programmed,17
8,57,constant,programmed,17
8,58,constant,programmed,17
8,59,constant,programmed,17
8,60,constant,programmed,17
8,61,constant,programmed,17
8,62,constant,programmed,17
8,63,constant,programmed,17
8,64,constant,programmed,17
8,65,constant,programmed,17
8,66,constant,programmed,17
8,67,constant,programmed,17
8,68,constant,programmed,17
8,69,constant,programmed,17
8,70,constant,programmed,17
8,71,constant,programmed,17
8,72,constant,programmed,17
8,73,constant,programmed,17
8,74,constant,programmed,17
8,75,constant,programmed,17
8,76,constant,programmed,17
8,77,constant,programmed,17
8,78,constant,programmed,17
8,79,constant,programmed,17
8,80,constant,programmed,17
8,81,constant,programmed,17
8,82,constant,programmed,17
8,83,constant,programmed,17
8,84,constant,programmed,17
8,85,constant,programmed,17
8,86,constant,programmed,17
8,87,constant,programmed,17
8,88,constant,programmed,17
8,89,constant,programmed,17
8,90,constant,programmed,17
8,91,constant,programmed,17
8,92,constant,programmed,17
8,93,constant,programmed,17
8,94,constant,programmed,17
8,95,constant,programmed,17
8,96,constant,programmed,17
9,1,constant,programmed,17
9,2,constant,programmed,17
9,3,constant,programmed,17
9,4,constant,programmed,17
9,5,constant,programmed,17
9,6,constant,programmed,17
9,7,constant,programmed,17
9,8,constant,programmed,17
9,9,constant,programmed,17
9,10,constant,programmed,17
9,11,constant,programmed,17
9,12,constant,programmed,17
9,13,constant,programmed,17
9,14,constant,programmed,17
9,15,constant,programmed,17
9,16,constant,programmed,17
9,17,constant,programmed,17
9,18,constant,programmed,17
9,19,constant,programmed,17
9,20,constant,programmed,17
9,21,constant,programmed,17
9,22,constant,programmed,17
9,23,constant,programmed,17
9,24,constant,programmed,17
9,25,constant,programmed,17
9,26,constant,programmed,17
9,27,constant,programmed,17
9,28,constant,programmed,17
9,29,constant,programmed,17
9,30,constant,programmed,17
9,31,constant,programmed,17
9,32,constant,programmed,17
9,33,constant,programmed,17
9,34,constant,programmed,17
9,35,constant,programmed,17
9,36,constant,programmed,17
9,37,constant,programmed,17
9,38,constant,programmed,17
9,39,constant,programmed,17
9,40,constant,programmed,17
9,41,constant,programmed,17
9,42,constant,programmed,17
9,43,constant,programmed,17
9,44,constant,programmed,17
9,45,constant,programmed,17
9,46,constant,programmed,17
9,47,constant,programmed,17
9,48,constant,programmed,17
9,49,constant,programmed,17
9,50,constant,programmed,17
9,51,constant,programmed,17
9,52,constant,programmed,17
9,53,constant,programmed,17
9,54,constant,programmed,17
9,55,constant,programmed,17
9,56,constant,programmed,17
9,57,constant,programmed,17
9,58,constant,programmed,17
9,59,constant,programmed,17
9,60,constant,programmed,17
9,61,constant,programmed,17
9,62,constant,programmed,17
9,63,constant,programmed,17
9,64,constant,programmed,17
9,65,constant,programmed,17
9,66,constant,programmed,17
9,67,constant,programmed,17
9,68,constant,programmed,17
9,69,constant,programmed,17
9,70,constant,programmed,17
9,71,constant,programmed,17
9,72,constant,programmed,17
9,73,constant,programmed,17
9,74,constant,programmed,17
9,75,constant,programmed,17
9,76,constant,programmed,17
9,77,constant,programmed,17
9,78,constant,programmed,17
9,79,constant,programmed,17
9,80,constant,programmed,17
9,81,constant,programmed,17
9,82,constant,programmed,17
9,83,constant,programmed,17
9,84,constant,programmed,17
9,85,constant,programmed,17
9,86,constant,programmed,17
9,87,constant,programmed,17
9,88,constant,programmed,17
9,89,constant,programmed,17
9,90,constant,programmed,17
9,91,constant,programmed,17
9,92,constant,programmed,17
9,93,constant,programmed,17
9,94,constant,programmed,17
9,95,constant,programmed,17
9,96,constant,programmed,17
10,1,constant,programmed,17
10,2,constant,programmed,17
10,3,constant,programmed,17
10,4,constant,programmed,17
10,5,constant,programmed,17
10,6,constant,programmed,17
10,7,constant,programmed,17
10,8,constant,programmed,17
10,9,constant,programmed,17
10,10,constant,programmed,17
10,11,constant,programmed,17
10,12,constant,programmed,17
10,13,constant,programmed,17
10,14,constant,programmed,17
10,15,constant,programmed,17
10,16,constant,programmed,17
10,17,constant,programmed,17
10,18,constant,programmed,17
10,19,constant,programmed,17
10,20,constant,programmed,17
10,21,constant,programmed,17
10,22,constant,programmed,17
10,23,constant,programmed,17
10,24,constant,programmed,17
10,25,constant,programmed,17
10,26,constant,programmed,17
10,27,constant,programmed,17
10,28,constant,programmed,17
10,29,constant,programmed,17
10,30,constant,programmed,17
10,31,constant,programmed,17
10,32,constant,programmed,17
10,33,constant,programmed,17
10,34,constant,programmed,17
10,35,constant,programmed,17
10,36,constant,programmed,17
10,37,constant,programmed,17
10,38,constant,programmed,17
10,39,constant,programmed,17
10,40,constant,programmed,17
10,41,constant,programmed,17
10,42,constant,programmed,17
10,43,constant,programmed,17
10,44,constant,programmed,17
10,45,constant,programmed,17
10,46,constant,programmed,17
10,47,constant,programmed,17
10,48,constant,programmed,17
10,49,constant,programmed,17
10,50,constant,programmed,17
10,51,constant,programmed,17
10,52,constant,programmed,17
10,53,constant,programmed,17
10,54,constant,programmed,17
10,55,constant,programmed,17
10,56,constant,programmed,17
10,57,constant,programmed,17
10,58,constant,programmed,17
10,59,constant,programmed,17
10,60,constant,programmed,17
10,61,constant,programmed,17
10,62,constant,programmed,17
10,63,constant,programmed,17
10,64,constant,programmed,17
10,65,constant,programmed,17
10,66,constant,programmed,17
10,67,constant,programmed,17
10,68,constant,programmed,17
10,69,constant,programmed,17
10,70,constant,programmed,17
10,71,constant,programmed,17
10,72,constant,programmed,17
10,73,constant,programmed,17
10,74,constant,programmed,17
10,75,constant,programmed,17
10,76,constant,programmed,17
10,77,constant,programmed,17
10,78,constant,programmed,17
10,79,constant,programmed,17
10,80,constant,programmed,17
10,81,constant,programmed,17
10,82,constant,programmed,17
10,83,constant,programmed,17
10,84,constant,programmed,17
10,85,constant,programmed,17
10,86,constant,programmed,17
10,87,constant,programmed,17
10,88,constant,programmed,17
10,89,constant,programmed,17
10,90,constant,programmed,17
10,91,constant,programmed,17
10,92,constant,programmed,17
10,93,constant,programmed,17
10,94,constant,programmed,17
10,95,constant,programmed,17
10,96,constant,programmed,17
11,1,constant,programmed,17
11,2,constant,programmed,17
11,3,constant,programmed,17
11,4,constant,programmed,17
11,5,constant,programmed,17
11,6,constant,programmed,17
11,7,constant,programmed,17
11,8,constant,programmed,17
11,9,constant,programmed,17
11,10,constant,programmed,17
11,11,constant,programmed,17
11,12,constant,programmed,17
11,13,constant,programmed,17
11,14,constant,programmed,17
11,15,constant,programmed,17
11,16,constant,programmed,17
11,17,constant,programmed,17
11,18,constant,programmed,17
11,19,constant,programmed,17
11,20,constant,programmed,17
11,21,constant,programmed,17
11,22,constant,programmed,17
11,23,constant,programmed,17
11,24,constant,programmed,17
11,25,constant,programmed,17
11,26,constant,programmed,17
11,27,constant,programmed,17
11,28,constant,programmed,17
11,29,constant,programmed,17
11,30,constant,programmed,17
11,31,constant,programmed,17
11,32,constant,programmed,17
11,33,constant,programmed,17
11,34,constant,programmed,17
11,35,constant,programmed,17
11,36,constant,programmed,17
11,37,constant,programmed,17
11,38,constant,programmed,17
11,39,constant,programmed,17
11,40,constant,programmed,17
11,41,constant,programmed,17
11,42,constant,programmed,17
11,43,constant,programmed,17
11,44,constant,programmed,17
11,45,constant,programmed,17
11,46,constant,programmed,17
11,47,constant,programmed,17
11,48,constant,programmed,17
11,49,constant,programmed,17
11,50,constant,programmed,17
11,51,constant,programmed,17
11,52,constant,programmed,17
11,53,constant,programmed,17
11,54,constant,programmed,17
11,55,constant,programmed,17
11,56,constant,programmed,17
11,57,constant,programmed,17
11,58,constant,programmed,17
11,59,constant,programmed,17
11,60,constant,programmed,17
11,61,constant,programmed,17
11,62,constant,programmed,17
11,63,constant,programmed,17
11,64,constant,programmed,17
11,65,constant,programmed,17
11,66,constant,programmed,17
11,67,constant,programmed,17
11,68,constant,programmed,17
11,69,constant,programmed,17
11,70,constant,programmed,17
11,71,constant,programmed,17
11,72,constant,programmed,17
11,73,constant,programmed,17
11,74,constant,programmed,17
11,75,constant,programmed,17
11,76,constant,programmed,17
11,77,constant,programmed,17
11,78,constant,programmed,17
11,79,constant,programmed,17
11,80,constant,programmed,17
11,81,constant,programmed,17
11,82,constant,programmed,17
11,83,constant,programmed,17
11,84,constant,programmed,17
11,85,constant,programmed,17
11,86,constant,programmed,17
11,87,constant,programmed,17
11,88,constant,programmed,17
11,89,constant,programmed,17
11,90,constant,programmed,17
11,91,constant,programmed,17
11,92,constant,programmed,17
11,93,constant,programmed,17
11,94,constant,programmed,17
11,95,constant,programmed,17
11,96,constant,programmed,17
12,1,constant,programmed,17
12,2,constant,programmed,17
12,3,constant,programmed,17
12,4,constant,programmed,17
12,5,constant,programmed,17
12,6,constant,programmed,17
12,7,constant,programmed,17
12,8,constant,programmed,17
12,9,constant,programmed,17
12,10,constant,programmed,17
12,11,constant,programmed,17
12,12,constant,programmed,17
12,13,constant,programmed,17
12,14,constant,programmed,17
12,15,constant,programmed,17
12,16,constant,programmed,17
12,17,constant,programmed,17
12,18,constant,programmed,17
12,19,constant,programmed,17
12,20,constant,programmed,17
12,21,constant,programmed,17
12,22,constant,programmed,17
12,23,constant,programmed,17
12,24,constant,programmed,17
12,25,constant,programmed,17
12,26,constant,programmed,17
12,27,constant,programmed,17
12,28,constant,programmed,17
12,29,constant,programmed,17
12,30,constant,programmed,17
12,31,constant,programmed,17
12,32,constant,programmed,17
12,33,constant,programmed,17
12,34,constant,programmed,17
12,35,constant,programmed,17
12,36,constant,programmed,17
12,37,constant,programmed,17
12,38,constant,programmed,17
12,39,constant,programmed,17
12,40,constant,programmed,17
12,41,constant,programmed,17
12,42,constant,programmed,17
12,43,constant,programmed,17
12,44,constant,programmed,17
12,45,constant,programmed,17
12,46,constant,programmed,17
12,47,constant,programmed,17
12,48,constant,programmed,17
12,49,constant,programmed,17
12,50,constant,programmed,17
12,51,constant,programmed,17
12,52,constant,programmed,17
12,53,constant,programmed,17
12,54,constant,programmed,17
12,55,constant,programmed,17
12,56,constant,programmed,17
12,57,constant,programmed,17
12,58,constant,programmed,17
12,59,constant,programmed,17
12,60,constant,programmed,17
12,61,constant,programmed,17
12,62,constant,programmed,17
12,63,constant,programmed,17
12,64,constant,programmed,17
12,65,constant,programmed,17
12,66,constant,programmed,17
12,67,constant,programmed,17
12,68,constant,programmed,17
12,69,constant,programmed,17
12,70,constant,programmed,17
12,71,constant,programmed,17
12,72,constant,programmed,17
